Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20130927X25443,Incident,CEN13IA563,2013-09-12,"Austin, TX",Non-Fatal,Minor,Airplane,N617BG,Pilatus Aircraft Ltd,PC-12/47E,1.0,Turbo Prop,135,0.0,1.0,0.0,9.0,VMC,,10.0
20130915X53135,Accident,ANC13CA098,2013-09-14,"Akhiok, AK",Non-Fatal,Substantial,Airplane,N1544,Dehavilland,BEAVER DHC 2,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20130930X75500,Accident,WPR13LA431,2013-09-29,"Reno, NV",Non-Fatal,,Airplane,N449QX,Bombardier,DHC-8-402,2.0,Turbo Prop,121,0.0,2.0,1.0,58.0,VMC,,61.0
20150121X13456,Accident,DCA14WA177,2013-10-03,"Lagos, Nigeria",,Destroyed,Airplane,5N-BJY,Embraer,EMB120,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20131005X30119,Accident,WPR14LA007,2013-10-06,"Tinian Island,",Fatal,Destroyed,Airplane,N4089W,Piper,PA32 - 300,1.0,Reciprocating,135,3.0,0.0,4.0,0.0,VMC,,7.0
20131021X42436,Accident,ERA14LA007,2013-10-06,"Culebra, PR",Fatal,Substantial,Airplane,N909GD,Britten-Norman,BN-2A-8,2.0,Reciprocating,135,1.0,0.0,0.0,0.0,VMC,,1.0
20131008X21430,Accident,ANC14CA001,2013-10-07,"Iliamna, AK",Non-Fatal,Substantial,Airplane,N91144,Piper,PA 18-150,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20131018X11441,Incident,ENG14IA001,2013-10-15,"Greenville, TX",Non-Fatal,Minor,Airplane,N516NK,Airbus,A319 132,2.0,Turbo Fan,121,0.0,0.0,0.0,150.0,Unk,,150.0
20131121X13345,Accident,DCA14CA014,2013-10-18,"Houston, TX",Non-Fatal,,Airplane,N665UA,Boeing,767 322,2.0,Turbo Fan,121,0.0,0.0,1.0,227.0,VMC,,228.0
20131028X02723,Incident,DCA14WA005,2013-10-22,"Providenciales, Tokelau",Non-Fatal,,Airplane,N605AA,Boeing,757 223,2.0,Turbo Fan,121,0.0,0.0,0.0,176.0,,,176.0
20131022X24004,Accident,WPR14FA024,2013-10-22,"Wailea, HI",Non-Fatal,Substantial,Airplane,N861MA,Cessna,208,1.0,Turbo Prop,135,0.0,0.0,0.0,10.0,VMC,,10.0
20131023X24855,Accident,DCA14FA002,2013-10-23,"Homer, AK",Non-Fatal,Substantial,Airplane,N575U,Beech,1900C,2.0,Turbo Prop,121,0.0,0.0,0.0,15.0,VMC,,15.0
20131120X22428,Accident,CEN14LA065,2013-10-31,"Lubbock, TX",Non-Fatal,Substantial,Airplane,N917GT,Aero Commander,500 - B,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20131106X60949,Accident,WPR14FA044,2013-11-06,"Donnelly, ID",Fatal,Destroyed,Airplane,N206KL,Cessna,U206F,1.0,Reciprocating,135,3.0,0.0,0.0,0.0,VMC,,3.0
20131122X05100,Incident,DCA14IA016,2013-11-22,"Wichita, KS",Non-Fatal,,Airplane,N780BA,Boeing,747 - 409LCF,4.0,Turbo Jet,121,0.0,0.0,0.0,2.0,VMC,,2.0
20131126X92315,Accident,ANC14LA007,2013-11-22,"Deadhorse, AK",Non-Fatal,Substantial,Airplane,N575X,Beech,1900C,2.0,Turbo Prop,135,0.0,0.0,0.0,3.0,IMC,,3.0
20131220X70905,Accident,ANC14CA012,2013-11-25,"Nuiqsut, AK",Non-Fatal,Substantial,Airplane,N100CE,Douglas,DC-6,4.0,Reciprocating,121,0.0,0.0,0.0,3.0,VMC,,3.0
20140106X40632,Accident,DCA14CA031,2013-11-25,"Philadelphia, PA",Non-Fatal,Substantial,Airplane,N808EX,De Havilland,DHC8 - 102,2.0,Turbo Prop,121,0.0,0.0,0.0,40.0,VMC,,40.0
20131128X10038,Accident,ERA14LA051,2013-11-28,"Montrose, PA",Non-Fatal,Substantial,Airplane,N777BK,Cessna,210L,1.0,Reciprocating,135,0.0,1.0,0.0,0.0,VMC,,1.0
20131130X23954,Accident,ANC14MA008,2013-11-30,"Saint Marys, AK",Fatal,Substantial,Airplane,N12373,Cessna,208B,1.0,Turbo Prop,135,4.0,0.0,6.0,0.0,IMC,,10.0
20131204X10556,Accident,CEN14LA075,2013-12-02,"Walton, IN",Non-Fatal,Substantial,Airplane,N810QS,Cessna,560,2.0,Turbo Fan,135,0.0,0.0,0.0,3.0,VMC,,3.0
20131203X94343,Accident,ERA14MA060,2013-12-03,"La Alianza, PR",Fatal,Destroyed,Airplane,N831BC,Fairchild,SA227-AC,2.0,Turbo Prop,135,2.0,0.0,0.0,0.0,VMC,,2.0
20131209X35542,Accident,DCA14WA020,2013-12-04,"Abuja, Nigeria",,Substantial,Airplane,EK-74798,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20131210X61510,Accident,ERA14WA069,2013-12-04,"Novo Prgresso, Brazil",Fatal,Substantial,Airplane,PT-WMY,Britten Norman,BN2A - 2,,,NUSC,5.0,0.0,0.0,0.0,,,5.0
20131205X11728,Accident,DCA14WA019,2013-12-05,"Madrid, Spain",Non-Fatal,Substantial,Airplane,N182DN,Boeing,767 - 300ER,,,121,0.0,0.0,0.0,203.0,,,203.0
20131214X34904,Incident,CEN14IA085,2013-12-11,"Eau Claire, WI",Non-Fatal,Minor,Airplane,N60BA,Beech,E90,2.0,Turbo Prop,135,0.0,0.0,0.0,2.0,VMC,,2.0
20131211X33313,Accident,WPR14FA068,2013-12-12,"Kalaupapa, HI",Fatal,Destroyed,Airplane,N687MA,Cessna,208B,1.0,Turbo Prop,135,1.0,5.0,3.0,0.0,VMC,,9.0
20131218X65303,Accident,ANC14LA011,2013-12-15,"Bethel, AK",Non-Fatal,Substantial,Airplane,N20109,Cessna,172M,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20131223X34907,Incident,DCA14WA024,2013-12-18,"Arusha, Tanzania, United Republic of",,,Airplane,ET-AQW,Boeing,767,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20131220X80310,Accident,ERA14LA076,2013-12-20,"Tampa, FL",Non-Fatal,Substantial,Airplane,N5307A,Cessna,210N,1.0,Reciprocating,135,0.0,0.0,1.0,0.0,VMC,,1.0
20131223X22955,Accident,DCA14WA023,2013-12-22,"Johannesburg, South Africa",,Substantial,Airplane,G-BNLL,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20131224X22946,Incident,ENG14IA005,2013-12-23,"St. Louis, MO",Non-Fatal,Minor,Airplane,N360SW,Boeing,737 3H4,2.0,Turbo Fan,121,0.0,0.0,0.0,107.0,Unk,,107.0
20140109X32656,Accident,DCA14CA034,2014-01-04,"Las Vegas, NV",Non-Fatal,Substantial,Airplane,N8327A,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,180.0,VMC,,180.0
20140110X14059,Accident,DCA14CA035,2014-01-09,"Nashville, TN",Non-Fatal,,Airplane,N966WN,Boeing,737 7H4,2.0,Turbo Fan,121,0.0,0.0,1.0,144.0,VMC,,145.0
20140110X15754,Accident,DCA14CA036,2014-01-10,"Atlanta, GA",Non-Fatal,,Airplane,N687DL,Boeing,757 232,2.0,Unknown,121,0.0,0.0,1.0,140.0,IMC,,141.0
20140112X11328,Incident,DCA14IA037,2014-01-13,"Branson, MO",Non-Fatal,,Airplane,N272WN,Boeing,737 7H4,2.0,Turbo Fan,121,0.0,0.0,0.0,131.0,VMC,,131.0
20140210X32227,Accident,ERA14WA116,2014-01-15,"Macas, Spain",Non-Fatal,Substantial,Airplane,HC-BTC,Helio,HT-295,,Reciprocating,NUSC,0.0,2.0,2.0,0.0,VMC,,4.0
20140122X65411,Accident,ERA14WA100,2014-01-19,"Olive Creek, Guyana",Fatal,Destroyed,Airplane,8R-GHS,Cessna,208B,,,NUSC,2.0,0.0,0.0,0.0,Unk,,2.0
20140203X35450,Accident,DCA14CA051,2014-01-31,"Atlanta, GA",Non-Fatal,Substantial,Airplane,N921DL,Mcdonnell Douglas Aircraft Co,MD 88,2.0,Turbo Fan,121,0.0,0.0,0.0,144.0,VMC,,144.0
20140203X03851,Accident,ERA14LA111,2014-02-03,"Ft. Lauderdale, FL",Non-Fatal,,Airplane,N979RF,Gates Learjet Corp.,35A,1.0,Turbo Fan,135,0.0,0.0,0.0,4.0,VMC,,4.0
20151214X01944,Accident,DCA14WA179,2014-02-03,"Lanseria, South Africa",Fatal,Destroyed,Airplane,ZS-CLT,Beech,C90,,,NUSC,3.0,0.0,0.0,0.0,,,3.0
20140211X00047,Accident,DCA14FA058,2014-02-05,"Memphis, TN",Non-Fatal,Substantial,Airplane,N802HK,Embraer,EMB145 - EP,2.0,Turbo Jet,121,0.0,0.0,0.0,44.0,IMC,,44.0
20140215X74539,Accident,ERA14FA120,2014-02-15,"Clay, AL",Fatal,Destroyed,Airplane,N732EJ,Cessna,210L,1.0,Reciprocating,135,2.0,0.0,0.0,0.0,IMC,,2.0
20140212X03156,Accident,DCA14LA060,2014-02-17,"Kaycee, WY",Non-Fatal,,Airplane,N23708,Boeing,737,2.0,Turbo Fan,121,0.0,10.0,2.0,107.0,Unk,,119.0
20140603X95748,Incident,ENG14IA016,2014-02-25,"Emmonak, AK",Non-Fatal,Minor,Airplane,N351CE,Douglas,C 118A,4.0,Reciprocating,121,0.0,0.0,0.0,3.0,VMC,,3.0
20140227X53145,Accident,WPR14FA124,2014-02-27,"Lanai City, HI",Fatal,Substantial,Airplane,N483VA,Piper,PA31,2.0,Reciprocating,135,3.0,0.0,3.0,0.0,VMC,,6.0
20140507X51410,Accident,DCA14CA090,2014-03-05,"San Diego, CA",Non-Fatal,,Airplane,N809DN,Boeing,737 - 932ER,2.0,Turbo Fan,121,0.0,0.0,1.0,186.0,VMC,,187.0
20140308X91420,Accident,DCA14RA076,2014-03-08,"Kuala Lampur, Malaysia",Fatal,Destroyed,Airplane,9M-MRO,Boeing,777 - 206,,,NUSC,239.0,0.0,0.0,0.0,,,239.0
20140314X21725,Accident,DCA14MA081,2014-03-13,"Philadelphia, PA",Non-Fatal,Substantial,Airplane,N113UW,Airbus,A320 - 214,2.0,Turbo Fan,121,0.0,0.0,0.0,154.0,VMC,,154.0
20140320X53321,Accident,DCA14CA083,2014-03-17,"Seattle, PO",Non-Fatal,,Airplane,N803NW,Airbus,A330 323,2.0,Turbo Fan,121,0.0,0.0,1.0,264.0,VMC,,265.0
20140402X95747,Incident,DCA14WA086,2014-03-31,"Kingston, Jamaica",,,Airplane,N267JB,Embraer,ERJ 190 100 IGW,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20140409X75127,Accident,WPR14CA162,2014-04-08,"Shaw Island, WA",Non-Fatal,Substantial,Airplane,N685S,Cessna,207,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20140422X91651,Accident,CEN14CA209,2014-04-21,"Put in Bay, OH",Non-Fatal,Substantial,Airplane,N405S,Piper,PA 28-181,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20140822X43728,Accident,DCA14WA151,2014-04-22,"Kimberley, South Africa",Fatal,Destroyed,Airplane,ZS-LLD,Piper,PA46,,,NUSC,2.0,0.0,0.0,0.0,,,2.0
20140425X84104,Incident,OPS14IA005,2014-04-24,"Newark, NJ",,,Airplane,N11176,Embraer,EMB 145XR,2.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20140516X81837,Incident,OPS14IA007,2014-04-29,"Powhatan, VA",Non-Fatal,Minor,Airplane,UNK,Boeing,757,,,121,0.0,4.0,0.0,0.0,IMC,,4.0
20140513X35019,Accident,CEN14LA239,2014-05-09,"Columbus, OH",Non-Fatal,Substantial,Airplane,N718MV,Cessna,525C,2.0,Turbo Fan,135,0.0,0.0,0.0,4.0,VMC,,4.0
20140515X92350,Accident,DCA14CA093,2014-05-12,"Boston, MA",Non-Fatal,Substantial,Airplane,N933DN,Mcdonnell Douglas,MD90 - 30,2.0,Turbo Fan,121,0.0,0.0,0.0,166.0,VMC,,166.0
20140520X62400,Incident,ANC14IA028,2014-05-14,"South Naknek, AK",Non-Fatal,,Airplane,N30541,Piper,PA 28-181,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20140603X83103,Accident,ANC14CA036,2014-05-15,"Aniak, AK",Non-Fatal,Substantial,Airplane,N1275N,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,VMC,,1.0
20140521X71202,Incident,ERA14IA249,2014-05-21,"Warren, VT",Non-Fatal,Minor,Airplane,N116WA,Embraer,EMB-110P1,2.0,Turbo Prop,135,0.0,0.0,0.0,1.0,VMC,,1.0
20140529X04134,Accident,CEN14LA262,2014-05-28,"Traverse City, MI",Non-Fatal,Substantial,Airplane,N299SK,Embraer,EMB 135KL,2.0,Turbo Jet,121,0.0,0.0,0.0,45.0,VMC,,45.0
20140603X25210,Accident,ERA14CA276,2014-06-03,"Dayton, TN",Non-Fatal,Substantial,Airplane,N120SC,Swearingen,SA 226AT,2.0,Turbo Prop,135,0.0,1.0,0.0,0.0,VMC,,1.0
20140608X10855,Accident,WPR14LA235,2014-06-08,"Page, AZ",Non-Fatal,Substantial,Airplane,N5589E,Cessna,172N,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20140612X30848,Accident,ANC14LA040,2014-06-09,"Chitina, AK",Non-Fatal,Substantial,Airplane,N29137,Cessna,U206C,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20140618X92153,Incident,ERA14WA296,2014-06-10,"Pucallpa, Peru",Non-Fatal,Minor,Airplane,OB-1181P,Beech,300,,Turbo Prop,NUSC,0.0,0.0,0.0,8.0,Unk,,8.0
20140619X52159,Accident,DCA14CA120,2014-06-17,"Dallas, TX",Non-Fatal,,Airplane,N968WN,Boeing,737 7H4,2.0,,121,0.0,0.0,1.0,143.0,Unk,,144.0
20140624X40942,Accident,DCA14CA124,2014-06-17,"Newark, NJ",Non-Fatal,,Airplane,N77066,Boeing,767 424ER,,,121,0.0,0.0,1.0,12.0,VMC,,13.0
20140620X45424,Accident,DCA14FA122,2014-06-20,"Kabul, Afghanistan",Non-Fatal,Substantial,Airplane,N768NA,Boeing,767 36N,2.0,Turbo Fan,121,0.0,4.0,0.0,77.0,VMC,,81.0
20141218X72910,Accident,DCA14WA176,2014-06-23,"Tarragona, Spain",Non-Fatal,,Airplane,EI-ENB,The Boeing Company,BOEING 737-8AS,2.0,,NUSC,0.0,0.0,1.0,0.0,,,1.0
20140627X00304,Accident,ANC14CA047,2014-06-25,"Cantwell, AK",Non-Fatal,Substantial,Airplane,N72842,Piper,PA 18,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20140806X35504,Accident,DCA14WA138,2014-07-02,"Nairobi, Kenya",Fatal,Destroyed,Airplane,5Y-CET,Fokker,F27 - 50,,,NUSC,4.0,0.0,0.0,0.0,,,4.0
20140714X45633,Incident,ENG14IA019,2014-07-11,"Los Angeles, CA",Non-Fatal,Minor,Airplane,N139DL,Boeing,767 332,2.0,Turbo Fan,121,0.0,0.0,0.0,208.0,Unk,,208.0
20140718X92314,Accident,DCA14RA127,2014-07-17,"Hrabove, Ukraine",Fatal,Destroyed,Airplane,9M-MRD,Boeing,777 - 206,,,NUSC,295.0,0.0,0.0,0.0,,,295.0
20140726X45400,Accident,WPR14LA313,2014-07-25,"Boulder City, NV",Non-Fatal,Minor,Airplane,N190GC,Dehavilland,DHC 6 300,2.0,Turbo Prop,135,0.0,0.0,0.0,9.0,VMC,,9.0
20140806X21104,Accident,DCA14LA137,2014-07-30,"San Diego, CA",Non-Fatal,Substantial,Airplane,N553UA,Boeing,757,2.0,Turbo Fan,121,0.0,0.0,0.0,174.0,VMC,,174.0
20140807X40806,Accident,ANC14CA060,2014-08-06,"Anderson, AK",Non-Fatal,Substantial,Airplane,N3502W,Piper,PA 32-260,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20140814X52213,Accident,CEN14LA430,2014-08-09,"San Antonio, TX",Non-Fatal,Substantial,Airplane,N943LR,Bombardier,CL600 2D24 - 900,2.0,Turbo Fan,121,0.0,0.0,0.0,80.0,VMC,,80.0
20140918X21527,Accident,ERA14WA442,2014-08-09,"Mitu, Colombia",Fatal,Substantial,Airplane,HK-1921,Cessna,182 - P,,,NUSC,1.0,1.0,1.0,0.0,,,3.0
20140815X53015,Accident,DCA14CA147,2014-08-10,"Harrisburg, PA",Non-Fatal,Substantial,Airplane,N815EX,Dehavilland,DHC 8 102,2.0,Turbo Prop,121,0.0,0.0,0.0,20.0,VMC,,20.0
20140813X24551,Accident,CEN14LA425,2014-08-13,"Braithwaite, LA",Non-Fatal,Substantial,Airplane,N2272X,Cessna,U206E,1.0,Reciprocating,135,0.0,3.0,0.0,1.0,VMC,,4.0
20140814X52852,Accident,WPR14LA346,2014-08-14,"Salt Lake City, UT",Non-Fatal,Substantial,Airplane,N758SW,Boeing,737 7H4,2.0,Turbo Fan,121,0.0,0.0,0.0,5.0,VMC,,5.0
20140819X44937,Incident,OPS14IA011,2014-08-16,"Shemya, AK",,,Airplane,N773AN,Boeing,777 - 236,,,121,0.0,0.0,0.0,0.0,Unk,,0.0
20141016X00117,Accident,CEN14WA531,2014-08-16,"Manan, Canada",Fatal,Substantial,Airplane,C-GKWE,Piper,PA-31,,,NUSC,2.0,2.0,0.0,0.0,,,4.0
20140829X32709,Accident,DCA14CA157,2014-08-18,"Reykjavik, AO",Non-Fatal,,Airplane,N666UA,Boeing,767 322,2.0,Turbo Fan,121,0.0,0.0,1.0,220.0,VMC,,221.0
20140826X64917,Accident,CEN14CA455,2014-08-22,"Hemphill, TX",Non-Fatal,,Airplane,N421YX,Embraer S A,ERJ170-200LR,2.0,Turbo Fan,121,0.0,1.0,1.0,52.0,VMC,,54.0
20140825X21423,Accident,ANC14FA068,2014-08-24,"Coldfoot, AK",Non-Fatal,Substantial,Airplane,N4827K,Ryan,NAVION A,1.0,Reciprocating,135,0.0,0.0,4.0,0.0,VMC,,4.0
20140828X43935,Accident,DCA14CA155,2014-08-27,"Columbus, OH",Non-Fatal,,Airplane,N204JQ,Embraer-Empresa Brasileira De,ERJ 170 200 LR,2.0,Turbo Fan,121,0.0,0.0,1.0,55.0,VMC,,56.0
20140827X25654,Accident,CEN14FA462,2014-08-28,"Las Cruces, NM",Fatal,Destroyed,Airplane,N51RX,Cessna,421C,2.0,Reciprocating,135,4.0,0.0,0.0,0.0,VMC,,4.0
20140917X61444,Accident,DCA14WA159,2014-09-01,"Mugumu, Tanzania, United Republic of",,Destroyed,Airplane,5Y-SXP,Fokker,F27 - 50,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20140918X75710,Incident,DCA14WA160,2014-09-05,"London, Canada",,Minor,Airplane,N16954,Embraer,EMB 145LR,2.0,Turbo Prop,121,0.0,0.0,0.0,0.0,,,0.0
20140910X20543,Incident,ENG14RA024,2014-09-06,"Lahore, Pakistan, Pakistan",Non-Fatal,,Airplane,AP-BKN,Airbus,A330 - 301,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,365.0,,,365.0
20140908X04504,Accident,ERA14WA429,2014-09-06,"Araracuara, Colombia",Fatal,Destroyed,Airplane,HK4755,Piper,PA-31-350,2.0,Reciprocating,NUSC,10.0,0.0,0.0,0.0,VMC,,10.0
20140911X31436,Accident,ANC14CA077,2014-09-07,"Gakona, AK",Non-Fatal,Substantial,Airplane,N432X,Cessna,185,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20140922X52612,Accident,CEN14WA511,2014-09-09,"Noumea, New Caledonia, New Caledonia",Non-Fatal,Substantial,Airplane,F-GRSO,Beech,200,,,NUSC,0.0,0.0,0.0,4.0,,,4.0
20141001X94301,Accident,DCA14CA170,2014-09-13,"Chicago, IL",Non-Fatal,Substantial,Airplane,N16147,Embraer,EMB 145XR,2.0,Turbo Fan,121,0.0,0.0,0.0,37.0,Unk,,37.0
20150121X14444,Incident,ENG14IA029,2014-09-13,"Hodeida, Yemen",,Minor,Airplane,7O-FAB,Bombardier,CRJ700,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,Unk,,0.0
20140918X21722,Accident,DCA14CA161,2014-09-16,"Miami, FL",Non-Fatal,Substantial,Airplane,N654A,Boeing,757 223,2.0,Turbo Fan,121,0.0,0.0,0.0,172.0,VMC,,172.0
20141029X71607,Incident,DCA15WA016,2014-09-17,"Malaga, Spain",Non-Fatal,,Airplane,EI-EBC,The Boeing Company,BOEING 737-8AS,2.0,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20140918X52311,Incident,ENG14IA028,2014-09-18,"Long Beach, CA",Non-Fatal,Minor,Airplane,N656JB,Airbus,A320 232,2.0,Turbo Fan,121,0.0,0.0,0.0,147.0,VMC,,147.0
20140922X14716,Incident,ENG14IA027,2014-09-21,"Atlanta, GA",Non-Fatal,,Airplane,N669US,Boeing,747,4.0,Turbo Fan,121,0.0,0.0,0.0,333.0,VMC,,333.0
20140922X52015,Accident,ANC14LA085,2014-09-22,"Deadhorse, AK",Non-Fatal,Substantial,Airplane,N206J,Cessna,TU206,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20140926X32050,Accident,WPR14CA391,2014-09-24,"Oakland, CA",Non-Fatal,Substantial,Airplane,N774MF,Piper,PA 31T - II,2.0,Turbo Prop,135,0.0,0.0,0.0,4.0,VMC,,4.0
20140930X44755,Accident,ANC14CA088,2014-09-24,"Holy Cross, AK",Non-Fatal,Substantial,Airplane,N3148M,Piper,PA 12,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20141007X80246,Accident,ERA14LA465,2014-09-28,"Ceiba, PR",Non-Fatal,Substantial,Airplane,N906GD,Britten-Norman,BN-2A,2.0,Reciprocating,135,0.0,1.0,0.0,6.0,VMC,,7.0
20141003X84008,Accident,DCA15WA002,2014-10-03,"Buenos Aires, Argentina",Non-Fatal,,Airplane,N772AN,Boeing,777 223,2.0,Turbo Fan,121,0.0,1.0,1.0,248.0,,,250.0
20141006X73012,Accident,DCA15FA004,2014-10-05,"Jamaica, NY",Non-Fatal,Substantial,Airplane,N572RP,Embraer,EMB 145LR,2.0,Turbo Fan,121,0.0,0.0,0.0,228.0,VMC,,228.0
20141011X20926,Incident,ENG15IA037,2014-10-10,"London, United Kingdom",,Minor,Airplane,N26906,Boeing,787-8,,,121,0.0,0.0,0.0,0.0,Unk,,0.0
20141017X44013,Accident,DCA15LA011,2014-10-17,"Lanai, HI",Non-Fatal,Substantial,Airplane,N301KH,Boeing,737 330,2.0,Turbo Fan,121,0.0,0.0,0.0,3.0,VMC,,3.0
20141023X80357,Accident,DCA15CA012,2014-10-23,"Minneapolis, MN",Non-Fatal,Substantial,Airplane,N622CZ,Embraer-Empresa Brasileira De,ERJ 170 200 LR,,,121,0.0,0.0,0.0,272.0,VMC,,272.0
20141028X20742,Accident,WPR15CA026,2014-10-23,"Mesa, AZ",Non-Fatal,Substantial,Airplane,N130TT,Rockwell,690B,2.0,Turbo Prop,135,0.0,0.0,0.0,4.0,VMC,,4.0
20141030X64658,Accident,DCA15RA018,2014-10-29,"Sint Maartin -Juliana, Sint Maarten",Fatal,Destroyed,Airplane,N380MQ,Short Bros,SHORTS SD3 60,,,135,2.0,0.0,0.0,0.0,,,2.0
20141117X21522,Accident,ANC15LA004,2014-11-15,"Nenana, AK",Non-Fatal,Substantial,Airplane,N6465V,Helio,H 295,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20141118X44256,Accident,CEN15FA048,2014-11-18,"Chicago, IL",Fatal,Substantial,Airplane,N30MB,Aero Commander,500 B,2.0,Reciprocating,135,1.0,0.0,0.0,0.0,VMC,,1.0
20141211X62917,Accident,DCA15CA035,2014-11-24,"Valdosta, GA",Non-Fatal,,Airplane,N16217,Boeing,737 824,2.0,Turbo Fan,121,0.0,12.0,1.0,146.0,IMC,,159.0
20150507X54223,Accident,ERA15WA207,2014-11-25,"Samara, Russia",Non-Fatal,Substantial,Airplane,RA-02778,Beech,B300,,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20141208X13517,Accident,ANC15LA005,2014-11-27,"Nikiski, AK",Non-Fatal,Substantial,Airplane,N9720P,Piper,PA 18-150,1.0,Reciprocating,135,0.0,1.0,1.0,0.0,VMC,,2.0
20141202X24526,Accident,ERA15WA067,2014-12-02,"Nassau, Bahamas",,Destroyed,Airplane,C6-REV,Piper,PA-31-350,,Reciprocating,NUSC,0.0,0.0,0.0,0.0,VMC,,0.0
20141203X42406,Accident,ERA15WA070,2014-12-03,"Mariquita, Colombia",Fatal,Destroyed,Airplane,HK4464,Piper,PA-31-350,2.0,Reciprocating,NUSC,10.0,0.0,0.0,0.0,,,10.0
20141209X20814,Accident,DCA15WA031,2014-12-08,"Krugersdorp, South Africa",,Destroyed,Airplane,ZS-KHE,Beech,F33 - A,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20150116X52840,Accident,DCA15CA050,2014-12-11,"San Jose, CA",Non-Fatal,,Airplane,N481WN,Boeing,737 7H4,2.0,Turbo Fan,121,0.0,0.0,1.0,80.0,IMC,,81.0
20141222X75002,Incident,CEN15IA085,2014-12-12,"Shreveport, LA",Non-Fatal,,Airplane,N827AA,Dassault/Sud,FAN JET FALCON,,Turbo Fan,135,0.0,0.0,0.0,2.0,VMC,,2.0
20141217X43728,Accident,DCA15CA037,2014-12-13,"Baltimore, MD",Non-Fatal,Substantial,Airplane,N7710A,Boeing,737,,Turbo Fan,121,0.0,0.0,0.0,145.0,VMC,,145.0
20150121X33354,Incident,CEN15WA113,2014-12-15,"Sumburgh, United Kingdom",,,Airplane,G-LGNO,Saab-Scania Ab,SAAB 2000,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20141223X05119,Accident,DCA15WA041,2014-12-16,"Ishikawa, Japan",Non-Fatal,,Airplane,N751AN,Boeing,777 223,2.0,,NUSC,0.0,10.0,2.0,243.0,,,255.0
20141227X82857,Accident,ERA15WA082,2014-12-24,"Piedecuesta, Colombia",Fatal,Destroyed,Airplane,HK4892,Cessna,T207 - A,1.0,Reciprocating,NUSC,7.0,0.0,0.0,0.0,Unk,,7.0
20160601X80242,Incident,DCA15WA212,2014-12-30,"Lahore, Pakistan",,Minor,Airplane,AP-BJN,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20141231X01659,Accident,CEN15LA091,2014-12-30,"Roswell, NM",Non-Fatal,Substantial,Airplane,N950FE,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,IMC,,1.0
20150106X21946,Accident,ERA15LA090,2015-01-03,"Key West, FL",Non-Fatal,Substantial,Airplane,N2534X,Cessna,P206,1.0,Reciprocating,135,0.0,4.0,0.0,2.0,VMC,,6.0
20150110X95319,Accident,DCA15WA049,2015-01-10,"Accra, Ghana",Non-Fatal,Substantial,Airplane,ET-AQV,Boeing,737,,,NUSC,0.0,3.0,0.0,0.0,,,3.0
20150122X23956,Accident,CEN15LA117,2015-01-21,"Goodland, KS",Non-Fatal,Substantial,Airplane,N66906,Piper,PA-31-350,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
