,Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model
262,20080514X00667,DCA08IA033,2008-01-25,"Newark, NJ",Non-Fatal,N462UA,2.0,Turbo Fan,0.0,0.0,0.0,107.0,107.0,Airbus: A320
264,20080212X00178,ENG08IA011,2008-01-31,"West Palm Beach, FL",Non-Fatal,N624AA,,Turbo Fan,0.0,6.0,0.0,140.0,146.0,Boeing: B757-200
268,20080506X00615,ENG08WA013,2008-02-10,"Cusco, Peru",Non-Fatal,OB-1843-P,,,0.0,0.0,0.0,55.0,55.0,Boeing: 737-217
269,20080723X01110,DCA08WA069,2008-02-10,"Kansai, Japan",Non-Fatal,B2096,,,0.0,0.0,1.0,72.0,73.0,Boeing: B737-300
271,20080222X00225,DCA08WA039,2008-02-13,"Helsinki, Finland",Non-Fatal,UR-GAU,,,0.0,0.0,0.0,39.0,39.0,Boeing: 737-500
272,20080222X00229,SEA08IA080,2008-02-13,"Hilo, HI",Non-Fatal,N651BR,2.0,Turbo Fan,0.0,0.0,0.0,43.0,43.0,Bombardier: CL-600
274,20080304X00260,MIA08CA065,2008-02-15,"Covington, KY",Non-Fatal,N569RP,2.0,Turbo Jet,0.0,0.0,1.0,52.0,53.0,Embraer: EMB-145LR
275,20081124X34243,DCA08CA041,2008-02-17,"Washington, DC",Non-Fatal,N828MD,2.0,Turbo Fan,0.0,0.0,0.0,132.0,132.0,Embraer: ERJ170
276,20080228X00243,DFW08IA073,2008-02-18,"Austin, TX",Non-Fatal,N935DL,2.0,Turbo Fan,0.0,0.0,0.0,148.0,148.0,Mcdonnell Douglas: MD-88
278,20080413X00464,NYC08CA115,2008-02-23,"Valdosta, GA",Non-Fatal,N551WN,2.0,Turbo Fan,0.0,0.0,1.0,102.0,103.0,Boeing: 737-700
279,20080305X00267,LAX08IA065,2008-02-24,"Las Vegas, NV",Non-Fatal,N648SW,2.0,Turbo Fan,0.0,6.0,0.0,136.0,142.0,Boeing: 737-300
280,20080404X00432,DFW08WA090,2008-02-25,"Mexico City, Mexico",Non-Fatal,N774AM,2.0,Turbo Fan,0.0,0.0,0.0,403.0,403.0,Boeing: 777-2Q8
281,20080312X00305,DCA08IA044,2008-02-26,"Jackson, WY",Non-Fatal,N442UA,,Turbo Fan,0.0,1.0,0.0,124.0,125.0,Airbus: A320
283,20080307X00283,DFW08IA074,2008-03-01,"Dallas, TX",Non-Fatal,N652SW,2.0,Turbo Fan,0.0,0.0,0.0,244.0,244.0,Boeing: 737-3H4
284,20080506X00616,ENG08WA024,2008-03-03,"Cusco, Peru",Non-Fatal,OB-1843-P,,,0.0,0.0,0.0,54.0,54.0,Boeing: 737-217
290,20080509X00640,DCA08IA048,2008-03-22,"Richmond, VA",Non-Fatal,N921UW,,,0.0,0.0,0.0,180.0,180.0,Boeing: 757-200
294,20080404X00426,DFW08IA087,2008-03-27,"Houston, TX",Non-Fatal,N23661,2.0,Turbo Fan,0.0,0.0,0.0,118.0,118.0,Boeing: 737-524
299,20080722X01094,NYC08CA156,2008-04-07,"Miami, FL",Non-Fatal,N947AN,2.0,Turbo Fan,0.0,1.0,1.0,146.0,148.0,Boeing: 737-823
304,20080422X00526,DCA08RA050,2008-04-15,"Goma, Central Africa",Fatal,9Q-CHN,,,3.0,0.0,40.0,51.0,94.0,Mcdonnell Douglas: DC-9-51
306,20080506X00598,CHI08IA119,2008-04-24,"Minneapolis, MN",Non-Fatal,N918XJ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,80.0,Bombardier: CL600-2D24
319,20080723X01111,DCA08FA062,2008-05-19,"Pacific Ocean,",Non-Fatal,N720AX,3.0,,0.0,4.0,1.0,157.0,162.0,Mcdonnell Douglas: DC10
325,20080604X00782,DCA08RA068,2008-05-30,"Tegucgalpa, Honduras",Fatal,EI-TAF,,,3.0,5.0,0.0,126.0,134.0,Airbus: A320-233
331,20081003X16302,DCA08WA072,2008-06-10,"Khartoum, South Sudan",Fatal,ST-ATN,,,30.0,0.0,0.0,184.0,214.0,Airbus: A310-324
340,20080720X01081,NYC08LA234,2008-06-28,"Charlotte, NC",Non-Fatal,N725PS,2.0,Turbo Fan,0.0,0.0,0.0,112.0,112.0,Bombardier: CL-600-2C10
343,20080709X00995,OPS08IA007,2008-07-03,"Seattle, WA",Non-Fatal,N339AT,2.0,,0.0,0.0,0.0,314.0,314.0,Boeing: 737-700
345,20080709X00994,OPS08IA008,2008-07-06,"New York, NY",Non-Fatal,VP-CKW,,,0.0,0.0,0.0,285.0,285.0,Boeing: 737-300
348,20080808X01189,CHI08IA182,2008-07-07,"St. Louis, MO",Non-Fatal,N804ME,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,Mcdonnell Douglas: MD-81
350,20080813X01238,DCA08WA080,2008-07-14,"Port Harcourt, Nigeria",Non-Fatal,5N-BIG,,,0.0,1.0,0.0,46.0,47.0,Boeing: 737-282
353,20080729X01123,DEN08IA123,2008-07-24,"Denver, CO",Non-Fatal,C-FYJP,2.0,Turbo Fan,0.0,0.0,0.0,99.0,99.0,Airbus: A319-114
354,20080805X01157,DCA08RA084,2008-07-25,"Manila, Philippines",Non-Fatal,VH-OJK,,,0.0,0.0,0.0,365.0,365.0,Boeing: 747-400
358,20081003X16340,ENG08IA038,2008-08-06,"Las Vegas, NV",Non-Fatal,N666DN,2.0,Turbo Fan,0.0,0.0,0.0,170.0,170.0,Boeing: 757
359,20081003X17330,DFW08CA215,2008-08-14,"St. Louis, MO",Non-Fatal,N814HK,2.0,Turbo Fan,0.0,0.0,0.0,36.0,36.0,Embraer: EMB-145LR
360,20080822X01296,SEA08LA182,2008-08-16,"San Francisco, CA",Non-Fatal,B-16710,2.0,Turbo Fan,0.0,0.0,0.0,311.0,311.0,Boeing: 777-300
364,20080825X01307,DCA08RA090,2008-08-20,"Madrid, Spain",Fatal,EC-HFP,,,154.0,0.0,18.0,0.0,172.0,Boeing: MD-82
368,20081003X16307,DCA08WA092,2008-08-24,"Bishkek, Kyrgyzstan",Fatal,Ex-009,,,65.0,25.0,0.0,0.0,90.0,Boeing: 737
371,20080829X01354,OPS08IA014,2008-08-28,"Atlantic Ocean,",Non-Fatal,UKNOWN,,,0.0,0.0,0.0,159.0,159.0,Boeing: B744
377,20080920X01508,DCA08RA097,2008-09-14,"Perm, Russia",Fatal,VP-BKO,,,88.0,0.0,0.0,0.0,88.0,Boeing: 737-500
380,20080922X01509,OPS08IA015,2008-09-19,"Allentown, PA",Non-Fatal,N506MJ,2.0,,0.0,0.0,0.0,63.0,63.0,Bombardier: CL-600-2C1
382,20081003X42132,MIA08WA200,2008-09-22,"Quito, Spain",Non-Fatal,HC-CDT,,,0.0,63.0,3.0,0.0,66.0,Fokker: F28-4000
383,20081007X03940,CHI08IA292,2008-09-22,"Chicago, IL",Non-Fatal,N197AN,2.0,Turbo Fan,0.0,0.0,0.0,192.0,192.0,Boeing: 757-223
386,20081219X65313,ENG08IA042,2008-10-01,"Chicago, IL",Non-Fatal,N551WN,2.0,Turbo Fan,0.0,0.0,0.0,133.0,133.0,Boeing: 737
387,20081020X72910,DCA09WA003,2008-10-02,"Bangkok, Thailand",Non-Fatal,B-18202,4.0,,0.0,13.0,1.0,151.0,165.0,Boeing: 747
388,20081031X50731,DCA09WA005,2008-10-07,"Learmonth Aerodome, Australia",Non-Fatal,VH-QPA,2.0,,0.0,0.0,22.0,293.0,315.0,Airbus: A330
391,20081105X55127,DCA09WA008,2008-10-16,"Maiquetia, Venezuela",Non-Fatal,YV162T,2.0,,0.0,0.0,0.0,55.0,55.0,Boeing: 737
392,20100304X92243,ENG08WA050,2008-10-18,"Belgrade, Serbia, Suriname",Non-Fatal,D-AXLF,2.0,,0.0,0.0,0.0,189.0,189.0,Boeing: 737
393,20081027X75039,DCA09FA004,2008-10-20,"Phoenix, AZ",Non-Fatal,N448UA,2.0,Turbo Fan,0.0,0.0,0.0,162.0,162.0,Airbus: 320
396,20081110X15316,WPR09IA033,2008-11-07,"Salt Lake City, UT",Non-Fatal,N254WN,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,Boeing: 737-700
400,20081116X33137,ERA09IA056,2008-11-16,"Philadelphia, PA",Non-Fatal,N326EN,2.0,Turbo Prop,0.0,0.0,0.0,38.0,38.0,Dehavilland: DHC-8-311
403,20081201X44308,DCA09IA014,2008-11-26,"Bozeman, MT",Non-Fatal,N862DA,2.0,Turbo Fan,0.0,0.0,0.0,263.0,263.0,Boeing: 777
404,20081216X41655,CEN09LA093,2008-12-03,"Madison, WI",Non-Fatal,N782NC,2.0,Turbo Fan,0.0,0.0,0.0,57.0,57.0,Mcdonnell Douglas: DC-9-50
405,20081215X14936,DCA09IA018,2008-12-11,"Greer, SC",Non-Fatal,N924DL,2.0,Turbo Jet,0.0,0.0,0.0,153.0,153.0,Mcdonnell Douglas: MD88
408,20081217X83220,CEN09FA094,2008-12-16,"Chicago, IL",Non-Fatal,N511MJ,2.0,Turbo Fan,0.0,0.0,0.0,32.0,32.0,Bombardier: CL-600-2C10
410,20081223X70710,ANC09IA015,2008-12-20,"Sitka, AK",Non-Fatal,N771AS,2.0,Turbo Fan,0.0,88.0,0.0,0.0,88.0,Boeing: 737-4Q8
411,20081221X14648,DCA09MA021,2008-12-21,"Denver, CO",Non-Fatal,N18611,2.0,,0.0,41.0,6.0,68.0,115.0,Boeing: 737-524
413,20081224X25658,WPR09IA065,2008-12-24,"Seattle, WA",Non-Fatal,N516AS,2.0,Turbo Jet,0.0,0.0,0.0,141.0,141.0,Boeing: 737-890
414,20081229X80551,DCA09FA022,2008-12-26,"Los Angeles Intl Airport, CA",Non-Fatal,N9617R,2.0,Turbo Fan,0.0,0.0,0.0,129.0,129.0,Mcdonnell Douglas: DC-9-83
416,20081229X40417,CEN09LA106,2008-12-27,"Kansas City, MO",Non-Fatal,N871RW,2.0,Turbo Fan,0.0,0.0,1.0,76.0,77.0,Embraer: ERJ 170-10
417,20081228X25156,WPR09FA068,2008-12-28,"Seattle, WA",Non-Fatal,N585NW,2.0,Turbo Fan,0.0,0.0,0.0,352.0,352.0,Boeing: 757-351
419,20090114X61852,DCA09FA025,2008-12-31,"New York, NY",Non-Fatal,N844MJ,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer: EMB145
421,20090105X01036,ENG09IA002,2009-01-02,"Atlanta, GA",Non-Fatal,N864DA,2.0,Turbo Fan,0.0,0.0,0.0,257.0,257.0,Boeing: 777
423,20090113X70049,ENG09RA003,2009-01-06,"Ho Chi Minh City, Vietnam",Non-Fatal,VN-A143,,,0.0,0.0,0.0,332.0,332.0,Boeing: 777
425,20090115X73226,DCA09MA026,2009-01-15,"Weehawken, NJ",Non-Fatal,N106US,2.0,Turbo Fan,0.0,0.0,5.0,150.0,155.0,Airbus: A320
430,20090213X13613,DCA09MA027,2009-02-13,"Clarence Center, NY",Fatal,N200WQ,2.0,Turbo Prop,49.0,0.0,0.0,0.0,49.0,Bombardier: DHC-8-402
432,20090220X30535,DCA09WA029,2009-02-20,"Tokyo, Japan",Non-Fatal,N676NW,,,0.0,34.0,4.0,384.0,422.0,Boeing: 747
434,20090306X81752,DCA09WA035,2009-02-23,"Batam, Indonesia",Non-Fatal,PK-LIO,2.0,,0.0,0.0,0.0,162.0,162.0,Mcdonnell Douglas: MD90
436,20090225X82204,DCA09RA030,2009-02-25,"Amsterdam, Netherlands (the)",Fatal,TC-JGE,2.0,,9.0,53.0,27.0,45.0,134.0,Boeing: B737-800
437,20090306X84920,DCA09WA036,2009-02-27,",",Non-Fatal,PK-YTX,2.0,,0.0,0.0,0.0,131.0,131.0,Boeing: 737
440,20090305X25029,DCA09WA034,2009-03-04,"Niigata, Japan",Non-Fatal,FGSPD,2.0,,0.0,0.0,2.0,275.0,277.0,Boeing: 777
446,20090414X52749,DCA09WA044,2009-03-25,"Trelew, Argentina",Non-Fatal,LV-VBZ,,,0.0,0.0,0.0,71.0,71.0,Mcdonnell Douglas: MD88
447,20090401X82602,ERA09LA224,2009-03-28,"Atlanta, GA",Non-Fatal,N941DL,2.0,Turbo Jet,0.0,0.0,1.0,136.0,137.0,Mcdonnell Douglas: MD88
453,20090421X81417,CEN09LA256,2009-04-18,"McAllen, TX",Non-Fatal,N27722,2.0,Turbo Jet,0.0,3.0,1.0,105.0,109.0,Boeing: 737-724
455,20090424X50554,DCA09FA045,2009-04-20,"New York, NY",Non-Fatal,CN-RNT,2.0,Turbo Fan,0.0,0.0,0.0,220.0,220.0,Boeing: 767
459,20090505X04553,DCA09FA047,2009-05-04,"Denver, CO",Non-Fatal,N311US,2.0,Turbo Fan,0.0,4.0,0.0,150.0,154.0,Airbus: A320
461,20090507X00926,DCA09FA048,2009-05-06,"Baltimore, MD",Non-Fatal,N139WA,3.0,Turbo Fan,0.0,11.0,1.0,168.0,180.0,Boeing: DC-10
463,20090513X31333,CEN09IA294,2009-05-13,"Houston, TX",Non-Fatal,N371SW,2.0,Turbo Fan,0.0,2.0,0.0,51.0,53.0,Boeing: 737
465,20090724X12005,ERA09LA418,2009-05-16,"Cuba, Cuba",Non-Fatal,N657DL,2.0,Turbo Fan,0.0,4.0,1.0,184.0,189.0,Boeing: 757
467,20090527X25328,DCA09CA051,2009-05-20,"San Juan, PR",Non-Fatal,N129DL,2.0,Turbo Fan,0.0,4.0,1.0,263.0,268.0,Boeing: 767 332
468,20090522X80352,WPR09LA255,2009-05-21,"Los Angeles, CA",Non-Fatal,N843AE,2.0,,0.0,0.0,0.0,47.0,47.0,Embraer: EMB-135
469,20090624X02042,DCA09IA055,2009-05-22,"Los Cayes, Haiti",Non-Fatal,PT-MVB,2.0,Turbo Fan,0.0,0.0,0.0,176.0,176.0,Airbus: A330
473,20090601X72555,DCA09RA052,2009-06-01,"Atlantic, France",Fatal,F-GZCP,2.0,,228.0,0.0,0.0,0.0,228.0,Airbus: A330
474,20090604X25647,OPS09IA006,2009-06-01,"Chicago, IL",Non-Fatal,,2.0,,0.0,0.0,0.0,324.0,324.0,Mcdonnell Douglas: MD80
475,20090612X13814,OPS09IA007,2009-06-03,"Cleveland, OH",Non-Fatal,N16963,2.0,Turbo Fan,0.0,0.0,0.0,163.0,163.0,Embraer: EMB-145LR
476,20090626X74656,DCA09WA058,2009-06-05,"Taipei, Taiwan, Taiwan (Province of China)",Non-Fatal,JA-613J,2.0,,0.0,0.0,0.0,210.0,210.0,Boeing: 767
480,20090610X65600,ENG09IA007,2009-06-10,"Denver, CO",Non-Fatal,N570UA,2.0,Turbo Jet,0.0,0.0,0.0,192.0,192.0,Boeing: 757-222
487,20090629X84637,DCA09WA062,2009-06-19,"North Bay, Canada",Non-Fatal,SP-LPA,2.0,,0.0,0.0,0.0,216.0,216.0,Boeing: 767
488,20090706X72654,DCA09IA064,2009-06-23,"Kagoshima, Japan",Non-Fatal,N805NW,2.0,Turbo Fan,0.0,0.0,0.0,217.0,217.0,Airbus: A330-323
489,20090806X31035,OPS09IA009,2009-06-26,"Cleveland, OH",Non-Fatal,N375PH,2.0,Turbo Prop,0.0,0.0,0.0,66.0,66.0,Bombardier: DHC-8-202
490,20090628X32005,DCA09WA063,2009-06-29,"Moroni, China",Fatal,7O-ADJ,2.0,,152.0,0.0,1.0,0.0,153.0,Airbus: A310
492,20090712X94532,ERA09LA396,2009-07-10,"Fort Myers, FL",Non-Fatal,N606JB,2.0,Turbo Fan,0.0,2.0,2.0,149.0,153.0,Airbus: A320-232
493,20090724X34459,CEN09LA461,2009-07-11,"Indianapolis, IN",Non-Fatal,N120HQ,2.0,Turbo Fan,0.0,0.0,1.0,83.0,84.0,Embraer: ERJ 170-20
494,20090714X83900,DCA09FA065,2009-07-13,"Charleston, WV",Non-Fatal,N387SW,2.0,,0.0,0.0,0.0,131.0,131.0,Boeing: 737
499,20090728X71721,DCA09FA068,2009-07-27,"Norfolk, VA",Non-Fatal,N135HQ,2.0,Turbo Fan,0.0,1.0,1.0,85.0,87.0,Embraer: EMB170
500,20090925X65328,CEN09IA606,2009-07-31,"Traverse City, MI",Non-Fatal,N452XJ,2.0,Turbo Prop,0.0,0.0,0.0,33.0,33.0,Saab: 340B
503,20090810X21314,DCA09IA071,2009-08-03,"Bavaro, Las Americas",Non-Fatal,N76156,2.0,Turbo Jet,0.0,33.0,0.0,146.0,179.0,Boeing: 767-224
506,20090806X21108,ERA09LA444,2009-08-06,"Fayetteville, NC",Non-Fatal,N328EN,2.0,Turbo Prop,0.0,0.0,1.0,32.0,33.0,Boeing: DHC-8-311
507,20090811X50316,DCA09WA072,2009-08-10,"Tokyo, Japan",Non-Fatal,JA56AN,2.0,Turbo Fan,0.0,0.0,0.0,153.0,153.0,Boeing: 737
513,20090828X61756,ERA09LA488,2009-08-27,"Inverness, FL",Non-Fatal,N994AT,2.0,Turbo Jet,0.0,0.0,1.0,85.0,86.0,Boeing: 717-200
517,20090909X82446,ENG09IA014,2009-09-08,"Los Angeles, CA",Non-Fatal,N670SW,2.0,Turbo Fan,0.0,0.0,0.0,142.0,142.0,Boeing: 737
522,20090921X73211,ENG09IA018,2009-09-18,"Newark, NJ",Non-Fatal,N66051,2.0,,0.0,0.0,0.0,235.0,235.0,Boeing: 767
526,20091028X00540,ENG10WA002,2009-09-29,"Birgi, Trapani, Sicily, Italy, Italy",Non-Fatal,EI-DWD,2.0,,0.0,0.0,0.0,171.0,171.0,Boeing: 737
528,20100225X04005,ENG10WA018,2009-10-04,"Wagga Wagga, New South Wales, Australia",Non-Fatal,VH-SBA,2.0,Turbo Prop,0.0,0.0,0.0,37.0,37.0,Saab: 340
529,20091020X14635,ERA10CA022,2009-10-05,"Unknown, Argentina",Non-Fatal,N156DL,2.0,Turbo Fan,0.0,0.0,1.0,231.0,232.0,Boeing: 767-3P6
531,20091020X05636,OPS10IA001,2009-10-19,"Atlanta Hartsfield Intl. Apt. (KATL), GA",Non-Fatal,N185DN,2.0,Turbo Fan,0.0,0.0,0.0,194.0,194.0,Boeing: 767
532,20091028X64340,DCA10WA003,2009-10-19,"Manchester, United Kingdom",Non-Fatal,G-CELI,,,0.0,0.0,0.0,102.0,102.0,Boeing: 737
535,20091022X00120,DCA10IA001,2009-10-21,"Minneapolis, MN",Non-Fatal,N374NW,2.0,Turbo Fan,0.0,0.0,0.0,152.0,152.0,Airbus: A320
538,20091030X64143,ERA10LA041,2009-10-26,"Pleasant Grove, NC",Non-Fatal,N935AT,2.0,Turbo Fan,0.0,1.0,1.0,120.0,122.0,Boeing: 717-200
540,20091102X82140,WPR10LA044,2009-11-02,"Phoenix, AZ",Non-Fatal,N909DA,2.0,Turbo Jet,0.0,0.0,0.0,70.0,70.0,Mcdonnell Douglas: MD-90-30
544,20091117X55556,CEN10IA053,2009-11-15,"Kansas City, MO",Non-Fatal,N924FR,2.0,Turbo Fan,0.0,0.0,0.0,130.0,130.0,Airbus: A319-111
546,20091124X94107,DCA10FA012,2009-11-19,"New Market, WV",Non-Fatal,N209UA,2.0,Turbo Fan,0.0,1.0,1.0,198.0,200.0,Boeing: 777-200
549,20100608X41922,DCA10WA067,2009-12-07,"George, South Africa",Non-Fatal,ZS-SJW,2.0,,0.0,10.0,0.0,25.0,35.0,Embraer: EMB135
551,20091214X41802,DCA10IA015,2009-12-14,"Charlotte, NC",Non-Fatal,N483A,2.0,,0.0,0.0,0.0,115.0,115.0,Boeing: MD
556,20091228X15816,CEN10IA084,2009-12-26,"Dallas, TX",Non-Fatal,N494AE,2.0,Turbo Prop,0.0,0.0,0.0,45.0,45.0,Atr: ATR72
563,20100107X40353,DCA10WA019,2010-01-04,"Hahn, Germany",Non-Fatal,EI-DAK,2.0,,0.0,5.0,0.0,148.0,153.0,Boeing: 737
567,20100112X10853,DCA10IA021,2010-01-10,"Newark, NJ",Non-Fatal,N816UA,2.0,Turbo Jet,0.0,3.0,0.0,50.0,53.0,Airbus: A319-131
568,20100114X11754,ENG10IA010,2010-01-12,"St. Croix,",Non-Fatal,N434AT,2.0,Turbo Prop,0.0,0.0,0.0,48.0,48.0,Atr: ATR72
571,20100121X82958,DCA10IA022,2010-01-19,"Charleston, WV",Non-Fatal,N246PS,2.0,Turbo Fan,0.0,0.0,0.0,34.0,34.0,Bombardier: CL600
572,20100129X00036,DCA10WA026,2010-01-19,"Padang, Indonesia",Non-Fatal,PK-LFM,2.0,,0.0,0.0,0.0,209.0,209.0,Boeing: 737
576,20100126X35439,DCA10RA023,2010-01-25,"Beirut, Lebanon",Fatal,ET-ANB,2.0,,90.0,0.0,0.0,0.0,90.0,Boeing: 737
580,20100216X20235,WPR10LA134,2010-02-13,"Santa Clarita, CA",Non-Fatal,N221WN,2.0,Turbo Fan,0.0,1.0,1.0,83.0,85.0,Boeing: 737-7H4
581,20100305X52436,DCA10WA035,2010-02-13,"SURABAYA, Indonesia",Non-Fatal,PK-YTR,2.0,,0.0,0.0,0.0,125.0,125.0,Boeing: 737
582,20100216X34257,WPR10IA135,2010-02-16,"Los Angeles, CA",Non-Fatal,N226SW,2.0,Turbo Prop,0.0,0.0,0.0,31.0,31.0,Embraer: EMB-120ER
586,20100222X84927,DCA10CA032,2010-02-19,"Anchorage, AK",Non-Fatal,N173UA,4.0,Turbo Fan,0.0,25.0,1.0,236.0,262.0,Boeing: 747
590,20111122X95137,DCA12WA015,2010-03-01,"Brussels, Belgium",Non-Fatal,EIDYI,,,0.0,0.0,0.0,146.0,146.0,Boeing: 737
594,20100312X84023,ERA10CA174,2010-03-11,"Titusville, FL",Non-Fatal,N319NB,2.0,Turbo Fan,0.0,2.0,1.0,114.0,117.0,Airbus: A319-100
595,20100315X12046,CEN10IA157,2010-03-13,"Chicago, IL",Non-Fatal,N16561,2.0,Turbo Fan,0.0,0.0,0.0,45.0,45.0,Embraer: EMB-145LR
602,20100330X00627,OPS10IA020,2010-03-27,"San Francisco, CA",Non-Fatal,N216UA,2.0,Turbo Fan,0.0,0.0,0.0,268.0,268.0,Boeing: 777-222
604,20100405X40816,CEN10LA189,2010-04-03,"Runnells, IA",Non-Fatal,N869RW,2.0,Turbo Fan,0.0,0.0,1.0,29.0,30.0,Embraer: ERJ 170-100 SE
606,20100503X82523,ENG10IA026,2010-04-05,"Newark, NJ",Non-Fatal,N535JB,2.0,Turbo Fan,0.0,0.0,0.0,140.0,140.0,Airbus: A320
607,20100423X01145,CEN10LA218,2010-04-06,"Bradley, IL",Non-Fatal,N437XJ,2.0,Turbo Prop,0.0,0.0,1.0,30.0,31.0,Saab: SAAB 340B
608,20100412X21857,DCA10WA049,2010-04-08,"Paris, France",Non-Fatal,B-HOV,4.0,,0.0,0.0,0.0,326.0,326.0,Boeing: 747
609,20100410X34740,WPR10FA199,2010-04-10,"Los Angeles, CA",Non-Fatal,N624SW,2.0,Turbo Fan,0.0,0.0,0.0,109.0,109.0,Boeing: 737-3H4
610,20100414X04022,DCA10WA052,2010-04-13,"Keflavik, Iceland",Non-Fatal,N380AN,2.0,Turbo Fan,0.0,5.0,0.0,140.0,145.0,Boeing: 767-323
614,20100423X02633,CEN10LA220,2010-04-17,"Chicago, IL",Non-Fatal,N461AA,2.0,Turbo Fan,0.0,0.0,1.0,83.0,84.0,Mcdonnell Douglas: DC-9-82(MD-82)
615,20100423X01836,CEN10IA219,2010-04-18,"Kansas City, MO",Non-Fatal,N160GJ,2.0,Turbo Fan,0.0,0.0,0.0,70.0,70.0,Bombardier: CL-600-2C10
619,20100503X92217,OPS10IA132,2010-04-28,"Houston, TX",Non-Fatal,N242WN,2.0,Turbo Fan,0.0,0.0,0.0,140.0,140.0,Boeing: 737-7H4
621,20100507X94749,CEN10LA240,2010-04-30,"Fort Dodge, IA",Non-Fatal,N320AA,2.0,Turbo Fan,0.0,5.0,1.0,172.0,178.0,Boeing: 767
624,20100511X03836,DCA10WA057,2010-05-05,"Mitu, Colombia",Non-Fatal,HK4536,2.0,,0.0,0.0,0.0,41.0,41.0,Embraer: EMB145
625,20100507X70356,DCA10WA056,2010-05-07,"Sydney, Australia",Non-Fatal,N128UA,4.0,Turbo Fan,0.0,0.0,0.0,246.0,246.0,Boeing: 747-422
627,20100512X53621,DCA10RA059,2010-05-12,"Tripoli, Libya",Fatal,5A-ONG,,Turbo Fan,103.0,0.0,1.0,0.0,104.0,Airbus: A330
628,20100517X92932,ENG10IA029,2010-05-17,"Chantilly, VA",Non-Fatal,N510UA,2.0,Turbo Fan,0.0,0.0,0.0,112.0,112.0,Boeing: 757
630,20100525X02508,OPS10IA196,2010-05-21,"Anchorage, AK",Non-Fatal,N810AW,2.0,Turbo Jet,0.0,0.0,0.0,140.0,140.0,Airbus: A319-132
631,20100522X50538,DCA10RA063,2010-05-22,"Manglaore, India",Fatal,VT-AXV,2.0,,158.0,0.0,7.0,1.0,166.0,Boeing: 737
633,20100525X31845,DCA10FA064,2010-05-25,"Southern Tip of Greenland, Denmark",Non-Fatal,N794UA,2.0,,0.0,0.0,2.0,209.0,211.0,Boeing: 777
634,20100606X02721,ERA10LA299,2010-06-05,"Charlotte, NC",Non-Fatal,N277AY,2.0,Turbo Fan,0.0,0.0,0.0,454.0,454.0,Airbus: A330-323
635,20100628X25535,DCA10WA071,2010-06-06,"Amsterdam Schiphol IAP, Netherlands (the)",Non-Fatal,CN-RMF,2.0,,0.0,0.0,0.0,162.0,162.0,Boeing: 737
636,20100714X03542,DCA10WA074,2010-06-07,"Girona, Spain",Non-Fatal,EI-DAX,,,0.0,0.0,1.0,167.0,168.0,Boeing: 737
643,20100617X93422,ENG10WA035,2010-06-15,"Amsterdam, Netherlands, Netherlands (the)",Non-Fatal,G-YMMP,,,0.0,0.0,0.0,214.0,214.0,Boeing: 777
644,20100616X60229,DCA10RA069,2010-06-16,"Ottawa, Canada",Non-Fatal,N847HK,2.0,Turbo Fan,0.0,3.0,0.0,33.0,36.0,Embraer: EMB-145LR
648,20100701X93344,CEN10LA363,2010-06-28,"Pioneer, LA",Non-Fatal,N601DW,2.0,Turbo Fan,0.0,3.0,2.0,40.0,45.0,Embraer: EMB-145LR
652,20100719X80209,DCA10FA076,2010-07-15,"Pacific Ocean,",Non-Fatal,N184DN,2.0,,0.0,0.0,1.0,201.0,202.0,Boeing: 767
654,20100720X43639,ENG10IA041,2010-07-18,"Atlanta, GA",Non-Fatal,N990DL,2.0,Turbo Fan,0.0,0.0,0.0,111.0,111.0,Mcdonnell Douglas: MD-88
655,20100824X84240,DCA10WA086,2010-07-22,"Taipei, Taiwan (Province of China)",Non-Fatal,B-18612,2.0,,0.0,0.0,0.0,96.0,96.0,Boeing: 737
661,20100803X33417,DCA10WA081,2010-07-28,"Islamabad, Pakistan",Fatal,AP-BCB,2.0,Turbo Fan,157.0,0.0,0.0,0.0,157.0,Airbus: A321
664,20100806X53016,DCA10IA082,2010-08-04,"Chicago, IL",Non-Fatal,N644UA,2.0,Turbo Fan,0.0,6.0,0.0,184.0,190.0,Boeing: 767-322
665,20100809X75512,DCA10LA083,2010-08-09,"Summit, MS",Non-Fatal,N856RW,,Turbo Jet,0.0,0.0,1.0,73.0,74.0,Embraer: ERJ 170 100 SE
666,20100811X20501,WPR10LA395,2010-08-10,"Salt Lake City, UT",Non-Fatal,N14105,2.0,Turbo Fan,0.0,0.0,0.0,50.0,50.0,Embraer: EMB-145XR
667,20100816X82039,DCA10RA085,2010-08-16,"San Andres Island, Colombia",Fatal,HK-4682,2.0,Turbo Fan,1.0,67.0,17.0,42.0,127.0,Boeing: 737
668,20100901X01739,DCA10FA090,2010-08-17,"Dulles, VA",Non-Fatal,G-BNWU,2.0,,0.0,0.0,1.0,193.0,194.0,Boeing: 767
