Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region,Severity_Score,extracted_value
20140109X32656,DCA14CA034,2014-01-04,"Las Vegas, NV",Non-Fatal,N8327A,2.0,Turbo Fan,0.0,0.0,0.0,180.0,180.0,Boeing737,Las Vegas,Nevada,100.0,Boeing
20140110X14059,DCA14CA035,2014-01-09,"Nashville, TN",Non-Fatal,N966WN,2.0,Turbo Fan,0.0,0.0,1.0,144.0,145.0,Boeing737,Nashville,Tennessee,101.37931034482759,Boeing
20140110X15754,DCA14CA036,2014-01-10,"Atlanta, GA",Non-Fatal,N687DL,2.0,Unknown,0.0,0.0,1.0,140.0,141.0,Boeing757,Atlanta,Georgia,101.41843971631207,Boeing
20140112X11328,DCA14IA037,2014-01-13,"Branson, MO",Non-Fatal,N272WN,2.0,Turbo Fan,0.0,0.0,0.0,131.0,131.0,Boeing737,Branson,Missouri,100.0,Boeing
20140212X03156,DCA14LA060,2014-02-17,"Kaycee, WY",Non-Fatal,N23708,2.0,Turbo Fan,0.0,10.0,2.0,107.0,119.0,Boeing737,Kaycee,Wyoming,195.7983193277311,Boeing
20140507X51410,DCA14CA090,2014-03-05,"San Diego, CA",Non-Fatal,N809DN,2.0,Turbo Fan,0.0,0.0,1.0,186.0,187.0,Boeing737,San Diego,California,101.06951871657755,Boeing
20140308X91420,DCA14RA076,2014-03-08,"Kuala Lampur, Malaysia",Fatal,9M-MRO,,,239.0,0.0,0.0,0.0,239.0,Boeing777,Kuala Lampur,Malaysia,2500.0,Boeing
20140619X52159,DCA14CA120,2014-06-17,"Dallas, TX",Non-Fatal,N968WN,2.0,,0.0,0.0,1.0,143.0,144.0,Boeing737,Dallas,Texas,101.38888888888889,Boeing
20140620X45424,DCA14FA122,2014-06-20,"Kabul, Afghanistan",Non-Fatal,N768NA,2.0,Turbo Fan,0.0,4.0,0.0,77.0,81.0,Boeing767,Kabul,Afghanistan,154.320987654321,Boeing
20140714X45633,ENG14IA019,2014-07-11,"Los Angeles, CA",Non-Fatal,N139DL,2.0,Turbo Fan,0.0,0.0,0.0,208.0,208.0,Boeing767,Los Angeles,California,100.0,Boeing
20140718X92314,DCA14RA127,2014-07-17,"Hrabove, Ukraine",Fatal,9M-MRD,,,295.0,0.0,0.0,0.0,295.0,Boeing777,Hrabove,Ukraine,2500.0,Boeing
20140806X21104,DCA14LA137,2014-07-30,"San Diego, CA",Non-Fatal,N553UA,2.0,Turbo Fan,0.0,0.0,0.0,174.0,174.0,Boeing757,San Diego,California,100.0,Boeing
20140829X32709,DCA14CA157,2014-08-18,"Reykjavik, AO",Non-Fatal,N666UA,2.0,Turbo Fan,0.0,0.0,1.0,220.0,221.0,Boeing767,Reykjavik,AO,100.90497737556561,Boeing
20140918X21722,DCA14CA161,2014-09-16,"Miami, FL",Non-Fatal,N654A,2.0,Turbo Fan,0.0,0.0,0.0,172.0,172.0,Boeing757,Miami,Florida,100.0,Boeing
20140922X14716,ENG14IA027,2014-09-21,"Atlanta, GA",Non-Fatal,N669US,4.0,Turbo Fan,0.0,0.0,0.0,333.0,333.0,Boeing747,Atlanta,Georgia,100.0,Boeing
20141003X84008,DCA15WA002,2014-10-03,"Buenos Aires, Argentina",Non-Fatal,N772AN,2.0,Turbo Fan,0.0,1.0,1.0,248.0,250.0,Boeing777,Buenos Aires,Argentina,105.2,Boeing
20141211X62917,DCA15CA035,2014-11-24,"Valdosta, GA",Non-Fatal,N16217,2.0,Turbo Fan,0.0,12.0,1.0,146.0,159.0,Boeing737,Valdosta,Georgia,184.27672955974842,Boeing
20150116X52840,DCA15CA050,2014-12-11,"San Jose, CA",Non-Fatal,N481WN,2.0,Turbo Fan,0.0,0.0,1.0,80.0,81.0,Boeing737,San Jose,California,102.46913580246914,Boeing
20141217X43728,DCA15CA037,2014-12-13,"Baltimore, MD",Non-Fatal,N7710A,,Turbo Fan,0.0,0.0,0.0,145.0,145.0,Boeing737,Baltimore,Maryland,100.0,Boeing
20141223X05119,DCA15WA041,2014-12-16,"Ishikawa, Japan",Non-Fatal,N751AN,2.0,,0.0,10.0,2.0,243.0,255.0,Boeing777,Ishikawa,Japan,144.70588235294116,Boeing
20150219X14806,DCA15LA067,2015-02-15,"HONOLULU, PO",Non-Fatal,N59053,,,0.0,4.0,1.0,245.0,250.0,Boeing767,Honolulu,PO,118.39999999999999,Boeing
20150618X30530,DCA15CA136,2015-05-27,"Windsor Locks, CT",Non-Fatal,G-VIIY,2.0,Turbo Fan,0.0,1.0,1.0,197.0,199.0,Boeing777,Windsor Locks,Connecticut,106.53266331658291,Boeing
20150805X75232,CEN15IA337,2015-08-05,"Denver, CO",Non-Fatal,N779SW,2.0,Turbo Fan,0.0,0.0,0.0,148.0,148.0,Boeing737,Denver,Colorado,100.0,Boeing
20150824X02325,DCA15CA176,2015-08-23,"Oakland, CA",Non-Fatal,N232WN,2.0,Turbo Fan,0.0,0.0,0.0,147.0,147.0,Boeing737,Oakland,California,100.0,Boeing
20150921X31350,DCA15WA188,2015-09-05,"Tambacounda, Singapore",Fatal,3C-LLY,2.0,,7.0,0.0,0.0,112.0,119.0,Boeing737,Tambacounda,Singapore,241.17647058823528,Boeing
20150908X35241,DCA15FA185,2015-09-08,"Las Vegas, NV",Non-Fatal,G-VIIO,2.0,Turbo Fan,0.0,19.0,1.0,150.0,170.0,Boeing777,Las Vegas,Nevada,224.11764705882354,Boeing
20150923X00156,DCA15WA198,2015-09-16,"Miami, FL",Non-Fatal,A7-BAC,,,0.0,0.0,0.0,279.0,279.0,Boeing777,Miami,Florida,100.0,Boeing
20151005X35533,ENG16IA001,2015-10-02,"Russian airspace, Japan",Non-Fatal,N662US,4.0,Turbo Fan,0.0,0.0,0.0,367.0,367.0,Boeing747,Russian Airspace,Japan,100.0,Boeing
20151022X65901,DCA16CA008,2015-10-09,"Pound Ridge, NY",Non-Fatal,N383SW,2.0,Turbo Fan,0.0,0.0,1.0,147.0,148.0,Boeing737,Pound Ridge,New York,101.35135135135135,Boeing
20151023X50751,DCA16CA009,2015-10-21,"Dallas, TX",Non-Fatal,N183AN,2.0,Turbo Fan,0.0,0.0,1.0,166.0,167.0,Boeing757,Dallas,Texas,101.19760479041918,Boeing
20151026X81321,DCA16CA010,2015-10-24,"Plevna, KS",Non-Fatal,N69838,2.0,Turbo Fan,0.0,1.0,1.0,183.0,185.0,Boeing737,Plevna,Kansas,107.02702702702702,Boeing
20151027X61915,DCA16WA012,2015-10-26,"Johannesburg, South Africa",Non-Fatal,ZS-OAA,,,0.0,0.0,0.0,102.0,102.0,Boeing737,Johannesburg,South Africa,100.0,Boeing
20151029X44249,DCA16FA013,2015-10-29,"Fort Lauderdale, FL",Non-Fatal,N251MY,,Turbo Fan,0.0,21.0,1.0,79.0,101.0,Boeing767,Fort Lauderdale,Florida,330.6930693069307,Boeing
20151107X52955,DCA16CA021,2015-11-07,"Beaumont, TX",Non-Fatal,N27958,2.0,Turbo Fan,0.0,0.0,1.0,220.0,221.0,Boeing787,Beaumont,Texas,100.90497737556561,Boeing
20151130X61148,DCA16CA026,2015-11-29,"St Louis, MO",Non-Fatal,N467WN,2.0,Turbo Fan,0.0,0.0,1.0,147.0,148.0,Boeing737,St Louis,Missouri,101.35135135135135,Boeing
20151216X41606,DCA16LA032,2015-12-15,"Nashville, TN",Non-Fatal,N649SW,2.0,Turbo Fan,0.0,0.0,0.0,138.0,138.0,Boeing737,Nashville,Tennessee,100.0,Boeing
20151223X30310,DCA16IA036,2015-12-19,"Seattle, WA",Non-Fatal,N477AS,2.0,Turbo Fan,0.0,0.0,0.0,153.0,153.0,Boeing737,Seattle,Washington,100.0,Boeing
20160119X20258,DCA16CA053,2015-12-23,"Charlotte, NC",Non-Fatal,N475WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing737,Charlotte,North Carolina,101.40845070422534,Boeing
20160119X15230,DCA16CA052,2015-12-26,"San Diego, CA",Non-Fatal,N7733B,2.0,Turbo Fan,0.0,0.0,1.0,147.0,148.0,Boeing737,San Diego,California,101.35135135135135,Boeing
20160129X24835,DCA16CA077,2016-01-28,"Titusville, FL",Non-Fatal,N718SW,2.0,Turbo Fan,0.0,0.0,1.0,143.0,144.0,Boeing737,Titusville,Florida,101.38888888888889,Boeing
20160218X94149,DCA16CA094,2016-02-17,"Detroit, MI",Non-Fatal,N925NN,2.0,Turbo Fan,0.0,0.0,0.0,155.0,155.0,Boeing737,Detroit,Michigan,100.0,Boeing
20160224X73028,DCA16WA097,2016-02-23,"Chitose, Japan",Non-Fatal,JA322J,,,0.0,2.0,1.0,162.0,165.0,Boeing737,Chitose,Japan,114.54545454545455,Boeing
20160225X34423,DCA16WA101,2016-02-24,"a Mitad de la Pista del Aeropuerto, Mexico",Non-Fatal,C-FIWJ,2.0,Turbo Fan,0.0,0.0,0.0,100.0,100.0,Boeing737,A Mitad De La Pista Del Aeropuerto,Mexico,100.0,Boeing
20160609X10842,DCA16CA181,2016-03-15,"Port Arthur, TX",Non-Fatal,N23708,2.0,Turbo Fan,0.0,0.0,1.0,133.0,134.0,Boeing737,Port Arthur,Texas,101.49253731343283,Boeing
20160407X42047,DCA16WA126,2016-04-04,"Jakarta, Indonesia",Non-Fatal,PK-LBS,,,0.0,3.0,0.0,51.0,54.0,Boeing737,Jakarta,Indonesia,161.11111111111111,Boeing
20160421X61715,DCA16WA138,2016-04-10,"Chiang Mai, Thailand",Non-Fatal,HS-LTB,2.0,,0.0,0.0,0.0,202.0,202.0,Boeing737,Chiang Mai,Thailand,100.0,Boeing
20160415X02200,DCA16CA133,2016-04-14,"San Diego, CA",Non-Fatal,N565WN,2.0,Turbo Fan,0.0,0.0,0.0,121.0,121.0,Boeing737,San Diego,California,100.0,Boeing
20160506X50951,DCA16WA144,2016-05-02,"Prishtina, Suriname",Non-Fatal,TC-JFY,,,0.0,0.0,0.0,151.0,151.0,Boeing737,Prishtina,Suriname,100.0,Boeing
20160510X42347,DCA16WA149,2016-05-03,"Ulaanbaatar, Madagascar",Non-Fatal,EI-CXV,,,0.0,0.0,0.0,111.0,111.0,Boeing737,Ulaanbaatar,Madagascar,100.0,Boeing
20160531X92718,DCA16WA167,2016-05-27,"tokyo, Japan",Non-Fatal,JA85AN,,,0.0,1.0,0.0,169.0,170.0,Boeing737,Tokyo,Japan,106.47058823529412,Boeing
20160614X04330,DCA16CA182,2016-06-05,"Las Vegas, NV",Non-Fatal,N801DZ,2.0,Turbo Fan,0.0,0.0,1.0,185.0,186.0,Boeing737,Las Vegas,Nevada,101.0752688172043,Boeing
20160627X21034,DCA16CA193,2016-06-26,"New Orleans, LA",Non-Fatal,N69806,,,0.0,0.0,1.0,177.0,178.0,Boeing737,New Orleans,Louisiana,101.12359550561798,Boeing
20160707X02944,ENG16IA027,2016-07-07,"Jamaica, NY",Non-Fatal,N706TW,,Turbo Fan,0.0,0.0,0.0,157.0,157.0,Boeing757,Jamaica,New York,100.0,Boeing
20160805X44633,DCA16CA207,2016-08-05,"Baltimore, MD",Non-Fatal,N368SW,2.0,Turbo Fan,0.0,0.0,0.0,134.0,134.0,Boeing737,Baltimore,Maryland,100.0,Boeing
20160811X81653,DCA16CA211,2016-08-10,"New York, NY",Non-Fatal,N3762Y,2.0,Turbo Fan,0.0,0.0,0.0,168.0,168.0,Boeing737,New York,New York,100.0,Boeing
20160822X94859,DCA16CA214,2016-08-17,"Waco, TX",Non-Fatal,N37408,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing737,Waco,Texas,101.40845070422534,Boeing
20160827X31134,DCA16FA217,2016-08-27,"Pensacola, FL",Non-Fatal,N766SW,2.0,Turbo Fan,0.0,0.0,0.0,104.0,104.0,Boeing737,Pensacola,Florida,100.0,Boeing
20161011X51744,DCA17CA005,2016-10-05,"Denver, CO",Non-Fatal,N8324A,2.0,,0.0,0.0,1.0,178.0,179.0,Boeing737,Denver,Colorado,101.1173184357542,Boeing
20161027X90500,DCA17WA012,2016-10-10,"Surabaya, Indonesia",Non-Fatal,PK-CKF,,,0.0,0.0,0.0,108.0,108.0,Boeing737,Surabaya,Indonesia,100.0,Boeing
20161027X20715,DCA17IA020,2016-10-27,"New York, NY",Non-Fatal,N278EA,2.0,Turbo Fan,0.0,0.0,0.0,48.0,48.0,Boeing737,New York,New York,100.0,Boeing
20161028X72837,DCA17FA021,2016-10-28,"Chicago, IL",Non-Fatal,N345AN,2.0,Turbo Fan,0.0,20.0,1.0,149.0,170.0,Boeing767,Chicago,Illinois,230.58823529411762,Boeing
20170419X83518,DCA17CA096,2016-11-21,"Hopewell, VA",Non-Fatal,N930AT,2.0,Turbo Fan,0.0,0.0,1.0,109.0,110.0,Boeing717,Hopewell,Virginia,101.81818181818181,Boeing
20171012X93230,DCA17WA219,2016-12-02,"Nagpur, India",Non-Fatal,VT-JFP,,,0.0,0.0,0.0,200.0,200.0,Boeing737,Nagpur,India,100.0,Boeing
20161208X45131,DCA17WA035,2016-12-04,"Lajes Terceira Island, Portugal",Non-Fatal,A7-BAN,,,0.0,0.0,5.0,351.0,356.0,Boeing777,Lajes Terceira Island,Portugal,102.80898876404494,Boeing
20161216X60544,DCA17CA042,2016-12-14,"Denver, CO",Non-Fatal,N24202,2.0,Turbo Fan,0.0,0.0,1.0,102.0,103.0,Boeing737,Denver,Colorado,101.94174757281553,Boeing
20161227X90219,DCA17WA047,2016-12-27,"Dabolim, Goa, India",Non-Fatal,VT-JBG,,,0.0,10.0,0.0,151.0,161.0,Boeing737,Dabolim,"Goa, India",168.32298136645963,Boeing
20170111X53648,DCA17WA053,2017-01-10,"Bournemouth, United Kingdom",Non-Fatal,G-FDZY,2.0,Turbo Fan,0.0,0.0,0.0,182.0,182.0,Boeing737,Bournemouth,United Kingdom,100.0,Boeing
20170222X74447,DCA17WA070,2017-02-11,"Jeddah, Saudi Arabia",Non-Fatal,YI-AQZ,,,0.0,0.0,0.0,365.0,365.0,Boeing777,Jeddah,Saudi Arabia,100.0,Boeing
20170224X03359,DCA17CA072,2017-02-12,"Phoenix, AZ",Non-Fatal,N7822A,2.0,Turbo Fan,0.0,0.0,0.0,143.0,143.0,Boeing737,Phoenix,Arizona,100.0,Boeing
20170301X74824,DCA17WA073,2017-02-28,"Azraq, Jordan",Non-Fatal,N351AX,2.0,Turbo Fan,0.0,0.0,0.0,217.0,217.0,Boeing767,Azraq,Jordan,100.0,Boeing
20170328X20623,DCA17WA080,2017-03-27,"Ardabil, Iran (Islamic Republic of)",Non-Fatal,EP-TBJ,,,0.0,0.0,0.0,185.0,185.0,Boeing737,Ardabil,Iran (Islamic Republic of),100.0,Boeing
20170424X40402,DCA17WA097,2017-04-17,"Amsterdam, Netherlands (the)",Non-Fatal,VT-JEW,,,0.0,0.0,0.0,358.0,358.0,Boeing777,Amsterdam,Netherlands (the),100.0,Boeing
20170523X12020,DCA17LA122,2017-05-21,"Raleigh, NC",Non-Fatal,N633DL,2.0,Turbo Fan,0.0,0.0,0.0,186.0,186.0,Boeing757,Raleigh,North Carolina,100.0,Boeing
20170530X51257,DCA17WA126,2017-05-23,"Multan, Pakistan",Non-Fatal,AP-BGK,,,0.0,0.0,0.0,135.0,135.0,Boeing777,Multan,Pakistan,100.0,Boeing
20170608X90705,ENG17IA027,2017-06-03,"Washington, DC",Non-Fatal,N765SW,2.0,Turbo Fan,0.0,0.0,0.0,67.0,67.0,Boeing737,Washington,District of Columbia,100.0,Boeing
20170607X22245,ENG17IA026,2017-06-07,"Tokyo, Japan",Non-Fatal,N668US,4.0,Turbo Fan,0.0,0.0,0.0,326.0,326.0,Boeing747,Tokyo,Japan,100.0,Boeing
20170615X11123,DCA17WA141,2017-06-13,"Jakarta, Indonesia",Non-Fatal,9M-MXH,,,0.0,0.0,0.0,67.0,67.0,Boeing737,Jakarta,Indonesia,100.0,Boeing
20170720X54038,DCA17WA154,2017-07-01,"Fukushima, Japan",Non-Fatal,N29968,,,0.0,0.0,1.0,261.0,262.0,Boeing787,Fukushima,Japan,100.76335877862594,Boeing
20170814X24811,DCA17WA174,2017-08-01,"Singapore, Senegal",Non-Fatal,9V-SQN,,,0.0,3.0,3.0,213.0,219.0,Boeing777,Singapore,Senegal,117.8082191780822,Boeing
20170810X12419,DCA17WA168,2017-08-01,"Tijuana, Mexico",Non-Fatal,N368AR,2.0,,0.0,0.0,0.0,146.0,146.0,Boeing737,Tijuana,Mexico,100.0,Boeing
20170810X65552,DCA17WA171,2017-08-10,"Bacau, Romania",Non-Fatal,YR-BAJ,,,0.0,0.0,0.0,164.0,164.0,Boeing737,Bacau,Romania,100.0,Boeing
20170814X31931,DCA17WA176,2017-08-13,"London, United Kingdom",Non-Fatal,N1608,2.0,Turbo Fan,0.0,1.0,0.0,218.0,219.0,Boeing767,London,United Kingdom,105.02283105022832,Boeing
20170816X35104,DCA17CA181,2017-08-15,"Queens, NY",Non-Fatal,N175AN,2.0,Turbo Fan,0.0,0.0,0.0,295.0,295.0,Boeing757,Queens,New York,100.0,Boeing
20171012X92606,DCA17WA218,2017-09-05,"Chochin, India",Non-Fatal,VT-AYB,,,0.0,3.0,0.0,105.0,108.0,Boeing737,Chochin,India,130.55555555555557,Boeing
20170907X71900,ENG17IA036,2017-09-06,"Las Vegas, NV",Non-Fatal,N686DA,2.0,Turbo Fan,0.0,0.0,0.0,184.0,184.0,Boeing757,Las Vegas,Nevada,100.0,Boeing
20170913X72254,DCA17CA195,2017-09-12,"Los Angeles, CA",Non-Fatal,C-GHOZ,2.0,,0.0,0.0,0.0,140.0,140.0,Boeing767,Los Angeles,California,100.0,Boeing
20170925X90335,DCA17WA204,2017-09-17,"Aqaba, Jordan",Non-Fatal,JY-SOA,,,0.0,0.0,0.0,132.0,132.0,Boeing737,Aqaba,Jordan,100.0,Boeing
20170921X31237,DCA17WA201,2017-09-19,"Mumbai, India",Non-Fatal,VT-SGZ,,,0.0,0.0,0.0,189.0,189.0,Boeing737,Mumbai,India,100.0,Boeing
20170925X95307,DCA17WA205,2017-09-23,"Osaka, Japan",Non-Fatal,PHBQC,,,0.0,0.0,0.0,321.0,321.0,Boeing777,Osaka,Japan,100.0,Boeing
20171005X44145,DCA17CA217,2017-09-25,"Sioux City, IA",Non-Fatal,N500WR,2.0,Turbo Fan,0.0,0.0,1.0,172.0,173.0,Boeing737,Sioux City,Iowa,101.15606936416187,Boeing
20171003X20509,DCA17WA216,2017-09-28,"Luga, Malta",Non-Fatal,G-FDZJ,,,0.0,0.0,0.0,142.0,142.0,Boeing737,Luga,Malta,100.0,Boeing
20171003X23920,DCA18CA001,2017-10-02,"Chicago, IL",Non-Fatal,N930WN,2.0,Turbo Fan,0.0,0.0,0.0,84.0,84.0,Boeing737,Chicago,Illinois,100.0,Boeing
20171127X21550,DCA18WA023,2017-11-19,"Guayaquil, Spain",Non-Fatal,YV2937,,,0.0,0.0,0.0,86.0,86.0,Boeing737,Guayaquil,Spain,100.0,Boeing
20171211X03456,DCA18WA038,2017-11-22,"Foz do Iguacu County, Brazil",Non-Fatal,PR-GXQ,,,0.0,0.0,0.0,125.0,125.0,Boeing737,Foz Do Iguacu County,Brazil,100.0,Boeing
20171201X14308,DCA18IA026,2017-11-29,"Atlanta, GA",Non-Fatal,N852DN,2.0,Turbo Fan,0.0,0.0,0.0,169.0,169.0,Boeing737,Atlanta,Georgia,100.0,Boeing
20171201X35829,DCA18WA027,2017-11-29,"Bogota, Colombia",Non-Fatal,N14115,2.0,Turbo Fan,0.0,0.0,1.0,157.0,158.0,Boeing757,Bogota,Colombia,101.26582278481013,Boeing
20171219X15432,DCA18WA054,2017-12-13,"Cusco, Peru",Non-Fatal,OB-212-P,,,0.0,0.0,0.0,73.0,73.0,Boeing737,Cusco,Peru,100.0,Boeing
20180205X00724,ENG18WA010,2018-01-25,"Lima, Peru",Non-Fatal,OB-2140P,2.0,Turbo Fan,0.0,0.0,0.0,99.0,99.0,Boeing737,Lima,Peru,100.0,Boeing
20180213X95634,DCA18IA092,2018-02-13,"Honolulu, HI",Non-Fatal,N773UA,2.0,Turbo Fan,0.0,0.0,0.0,378.0,378.0,Boeing777,Honolulu,Hawaii,100.0,Boeing
20180416X93719,DCA18WA136,2018-02-18,"Ballina/Byron Gateway Aerodome, Australia",Non-Fatal,unknown,,,0.0,0.0,0.0,174.0,174.0,Boeing737,Ballina/Byron Gateway Aerodome,Australia,100.0,Boeing
20180412X60328,DCA18WA130,2018-04-06,"Rio de Janeiro, Brazil",Non-Fatal,PR-GGE,,,0.0,0.0,0.0,173.0,173.0,Boeing737,Rio De Janeiro,Brazil,100.0,Boeing
20180423X34356,DCA18WA151,2018-04-12,"Mexico City, Mexico",Non-Fatal,XA-UZW,,,0.0,0.0,0.0,48.0,48.0,Boeing737,Mexico City,Mexico,100.0,Boeing
20180417X23642,DCA18MA142,2018-04-17,"Philadelphia, PA",Fatal,N772SW,2.0,Turbo Fan,1.0,125.0,8.0,6.0,140.0,Boeing737,Philadelphia,Pennsylvania,1110.7142857142858,Boeing
20180423X20443,DCA18WA149,2018-04-18,"Cuzco, Peru",Non-Fatal,N240AT,2.0,,0.0,0.0,0.0,46.0,46.0,Boeing737,Cuzco,Peru,100.0,Boeing
20180423X42758,DCA18WA155,2018-04-18,"unknown, Mexico",Non-Fatal,XA-UQA,,,0.0,0.0,0.0,115.0,115.0,Boeing737,Unknown,Mexico,100.0,Boeing
20190501X01506,ENG18WA041,2018-04-30,"Bangkok, Thailand",Non-Fatal,HS-XBD,,,0.0,0.0,0.0,352.0,352.0,Boeing777,Bangkok,Thailand,100.0,Boeing
20180507X44134,DCA18WA173,2018-05-03,"Guayaquil, Spain",Non-Fatal,N396AN,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing767,Guayaquil,Spain,100.0,Boeing
20180507X00658,DCA18CA169,2018-05-07,"Baltimore, MD",Non-Fatal,N8655D,2.0,Turbo Fan,0.0,0.0,0.0,179.0,179.0,Boeing737,Baltimore,Maryland,100.0,Boeing
20180519X00340,DCA18RA186,2018-05-18,"Havana, Cuba",Fatal,XA-UHZ,,Turbo Fan,112.0,0.0,1.0,0.0,113.0,Boeing737,Havana,Cuba,2480.530973451327,Boeing
20180611X85348,DCA18CA201,2018-06-10,"Decatur, TX",Non-Fatal,N750AN,2.0,Turbo Fan,0.0,7.0,1.0,261.0,269.0,Boeing777,Decatur,Texas,129.36802973977694,Boeing
20180618X41609,DCA18WA222,2018-06-10,"Crete, Greece",Non-Fatal,N276EA,2.0,,0.0,0.0,0.0,173.0,173.0,Boeing737,Crete,Greece,100.0,Boeing
20180618X30834,DCA18CA219,2018-06-11,"Harbin, China",Non-Fatal,N826AN,2.0,Turbo Fan,0.0,1.0,1.0,290.0,292.0,Boeing787,Harbin,China,104.45205479452055,Boeing
20180613X94510,DCA18WA207,2018-06-12,"Otopeni, Romania",Non-Fatal,YR-BGG,,,0.0,0.0,0.0,106.0,106.0,Boeing737,Otopeni,Romania,100.0,Boeing
20180627X53405,DCA18WA229,2018-06-26,"Koln, Germany",Non-Fatal,D-ABKM,,,0.0,0.0,0.0,157.0,157.0,Boeing737,Koln,Germany,100.0,Boeing
20180713X41207,DCA18WA241,2018-07-11,"Djerba, Tunisia",Non-Fatal,LY-GGC,,,0.0,0.0,0.0,34.0,34.0,Boeing737,Djerba,Tunisia,100.0,Boeing
20180719X65328,DCA18WA248,2018-07-16,"Confins county, Brazil",Non-Fatal,PR-GGD,,,0.0,0.0,0.0,142.0,142.0,Boeing737,Confins County,Brazil,100.0,Boeing
20180820X65029,DCA18WA270,2018-07-16,"Iguazu Province of Misiones, Argentina",Non-Fatal,LV-HQY,,,0.0,0.0,0.0,71.0,71.0,Boeing737,Iguazu Province Of Misiones,Argentina,100.0,Boeing
20180727X04921,DCA18CA252,2018-07-27,"Portsmouth, NH",Non-Fatal,N641GT,2.0,Turbo Fan,0.0,0.0,0.0,250.0,250.0,Boeing767,Portsmouth,New Hampshire,100.0,Boeing
20180816X41010,DCA18CA266,2018-07-31,"Philadelphia, PA",Non-Fatal,N192AN,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing757,Philadelphia,Pennsylvania,100.0,Boeing
20180828X94249,DCA18CA272,2018-08-24,"Philadelphia, PA",Non-Fatal,EI-LBT,,,0.0,0.0,0.0,177.0,177.0,Boeing757,Philadelphia,Pennsylvania,100.0,Boeing
20180901X54734,DCA18WA277,2018-09-01,"Sochi, Russia",Non-Fatal,VQ-BJI,,,0.0,6.0,0.0,166.0,172.0,Boeing737,Sochi,Russia,138.37209302325581,Boeing
20180907X10419,DCA18LA285,2018-09-06,"New York, NY",Non-Fatal,N173AN,2.0,Turbo Fan,0.0,0.0,1.0,112.0,113.0,Boeing757,New York,New York,101.76991150442478,Boeing
20181016X81128,DCA18WA304,2018-09-20,"Mumbai, India",Non-Fatal,VT-JGS,,,0.0,0.0,0.0,173.0,173.0,Boeing737,Mumbai,India,100.0,Boeing
20181009X10416,DCA18CA299,2018-09-24,"Newark, NJ",Non-Fatal,N13113,2.0,Turbo Fan,0.0,0.0,1.0,176.0,177.0,Boeing757,Newark,New Jersey,101.12994350282484,Boeing
20181016X81715,DCA18WA305,2018-09-26,"Chattogram, Bangladesh",Non-Fatal,S2-AJA,,,0.0,0.0,0.0,173.0,173.0,Boeing737,Chattogram,Bangladesh,100.0,Boeing
20180928X51314,DCA18RA292,2018-09-28,"Chuuk, Micronesia (Federated States of)",Fatal,P2-PXE,,,1.0,11.0,4.0,31.0,47.0,Boeing737,Chuuk,Micronesia (Federated States of),425.531914893617,Boeing
20181016X82658,DCA19WA009,2018-10-02,"Zagreb, Croatia",Non-Fatal,TC-AMP,,,0.0,1.0,0.0,179.0,180.0,Boeing737,Zagreb,Croatia,106.11111111111111,Boeing
20190215X54426,DCA19WA083,2018-10-08,"Bangkok, Thailand",Non-Fatal,HS-TGF,,,0.0,0.0,0.0,116.0,116.0,Boeing747,Bangkok,Thailand,100.0,Boeing
20181012X11804,DCA19CA006,2018-10-11,"San Jose, CA",Non-Fatal,N734SA,2.0,Turbo Fan,0.0,0.0,1.0,121.0,122.0,Boeing737,San Jose,California,101.63934426229508,Boeing
20181016X60635,DCA19CA207,2018-10-15,"Albany, NY",Non-Fatal,N7816B,2.0,,0.0,0.0,1.0,142.0,143.0,Boeing737,Albany,New York,101.3986013986014,Boeing
20181026X33829,DCA19WA015,2018-10-20,"Hong Kong, China",Non-Fatal,VT-ANE,,,0.0,0.0,0.0,207.0,207.0,Boeing787,Hong Kong,China,100.0,Boeing
20181029X04746,DCA19RA017,2018-10-29,"Jakarta, Indonesia",Fatal,PK-LQP,,,188.0,0.0,0.0,0.0,188.0,Boeing737,Jakarta,Indonesia,2500.0,Boeing
20210401102850,DCA21WA112,2018-11-17,"Buenos Aires, Argentina",Non-Fatal,LV-HFR,,,0.0,0.0,0.0,150.0,150.0,Boeing737,Buenos Aires,Argentina,100.0,Boeing
20181126X95421,DCA19WA026,2018-11-22,"La Paz, Saint Barthelemy",Non-Fatal,OB2041,,,0.0,0.0,0.0,127.0,127.0,Boeing737,La Paz,Saint Barthelemy,100.0,Boeing
20181206X53303,DCA19CA038,2018-12-03,"Chicago, IL",Non-Fatal,N868NN,2.0,,0.0,0.0,1.0,146.0,147.0,Boeing737,Chicago,Illinois,101.36054421768708,Boeing
20181206X81036,DCA19CA034,2018-12-04,"SUNNS intersection, Osaka, Japan",Non-Fatal,N193DN,2.0,,0.0,2.0,1.0,92.0,95.0,Boeing767,Sunns Intersection,"Osaka, Japan",125.26315789473684,Boeing
